Date,HDFC,HUL,ICICI,INFY,LT,MARUTI,RELIANCE,TCS,NIFTY50
2024-11-19,859.507080078125,2366.661865234375,1239.53564453125,1772.2999267578125,3473.5048828125,10841.953125,1236.710693359375,3834.061279296875,23518.5
2024-11-21,858.989013671875,2339.611083984375,1240.974609375,1781.3326416015625,3451.31201171875,10745.1513671875,1218.1348876953125,3865.6669921875,23349.900390625
2024-11-22,861.1597290039062,2400.92919921875,1268.2640380859375,1847.572265625,3570.203125,10945.1357421875,1260.3662109375,4028.6806640625,23907.25
2024-11-25,880.8929443359375,2426.654296875,1290.9886474609375,1835.383056640625,3718.32177734375,10907.0986328125,1281.8802490234375,4095.593994140625,24221.900390625
2024-11-26,880.8683471679688,2434.263916015625,1294.9580078125,1868.8427734375,3668.387451171875,10826.767578125,1290.545654296875,4131.28125,24194.5
2024-11-27,894.06494140625,2441.82421875,1290.740478515625,1869.1827392578125,3664.5234375,10939.9423828125,1288.0555419921875,4112.15576171875,24274.900390625
2024-11-28,884.6176147460938,2417.572021484375,1276.5003662109375,1803.282958984375,3632.17529296875,10832.6044921875,1265.7447509765625,4028.96484375,23914.150390625
2024-11-29,886.04833984375,2450.906494140625,1290.1451416015625,1804.448486328125,3690.38232421875,10955.623046875,1287.0595703125,4053.594482421875,24131.099609375
2024-12-02,890.3156127929688,2434.214599609375,1294.6602783203125,1825.7677001953125,3669.823974609375,11118.955078125,1303.9422607421875,4059.099853515625,24276.05078125
2024-12-03,900.9715576171875,2437.847900390625,1298.381591796875,1837.7139892578125,3752.05712890625,11158.4775390625,1318.035888671875,4083.8720703125,24457.150390625
2024-12-04,917.6461791992188,2419.830322265625,1305.9730224609375,1834.9459228515625,3754.880615234375,11010.6767578125,1303.742919921875,4132.89453125,24467.44921875
2024-12-05,920.4335327148438,2449.385009765625,1326.2664794921875,1879.2352294921875,3796.14599609375,11062.515625,1316.7908935546875,4236.96630859375,24708.400390625
2024-12-06,915.5494995117188,2438.780517578125,1318.5758056640625,1867.1431884765625,3830.970947265625,11196.763671875,1306.3326416015625,4219.36083984375,24677.80078125
2024-12-09,922.5301513671875,2357.23583984375,1312.1751708984375,1868.357177734375,3910.826416015625,11159.021484375,1289.9979248046875,4225.67236328125,24619.0
2024-12-10,921.5928344726562,2353.897705078125,1320.2626953125,1892.54150390625,3886.8994140625,11078.2958984375,1279.73876953125,4207.0693359375,24610.05078125
2024-12-11,919.1261596679688,2357.824951171875,1317.3353271484375,1917.4056396484375,3880.55859375,11156.9931640625,1273.115234375,4202.22900390625,24641.80078125
2024-12-12,917.2268676757812,2302.447265625,1319.0718994140625,1929.88623046875,3824.23388671875,11047.8251953125,1257.876220703125,4228.32958984375,24548.69921875
2024-12-13,923.3934936523438,2346.77880859375,1334.6021728515625,1942.22119140625,3851.08349609375,11151.8486328125,1267.78662109375,4246.31591796875,24768.30078125
2024-12-16,920.1621704101562,2323.2626953125,1335.7928466796875,1923.1361083984375,3842.01806640625,11156.251953125,1263.2547607421875,4190.6025390625,24668.25
2024-12-17,904.4002685546875,2320.41552734375,1323.5374755859375,1919.7852783203125,3772.020751953125,10989.60546875,1240.34619140625,4108.31201171875,24336.0
2024-12-18,893.2755737304688,2316.438720703125,1304.087646484375,1922.261962890625,3723.424072265625,10884.6416015625,1248.2645263671875,4126.67822265625,24198.849609375
2024-12-19,884.790283203125,2317.077392578125,1277.0462646484375,1890.259033203125,3682.010498046875,10838.044921875,1225.55517578125,4054.591552734375,23951.69921875
2024-12-20,873.93701171875,2291.597412109375,1278.5347900390625,1866.9002685546875,3596.309814453125,10784.3271484375,1200.50537109375,3958.159423828125,23587.5
2024-12-23,888.4902954101562,2296.5068359375,1286.8704833984375,1868.988525390625,3606.861328125,10706.123046875,1217.437744140625,3946.769775390625,23753.44921875
2024-12-24,887.0596313476562,2293.217529296875,1287.3170166015625,1854.1768798828125,3606.1181640625,10621.6376953125,1217.8858642578125,3966.891845703125,23727.650390625
2024-12-26,883.4336547851562,2290.46826171875,1287.4161376953125,1852.5743408203125,3595.962890625,10779.3310546875,1211.7105712890625,3957.02099609375,23750.19921875
2024-12-27,887.1336669921875,2298.814208984375,1297.5382080078125,1861.655517578125,3574.7607421875,10823.8984375,1216.1927490234375,3952.987060546875,23813.400390625
2024-12-30,877.0943603515625,2301.0234375,1284.7369384765625,1851.2144775390625,3545.8798828125,10683.3203125,1205.8837890625,3947.24462890625,23644.900390625
2024-12-31,874.60302734375,2284.67529296875,1271.83642578125,1825.9617919921875,3574.314697265625,10742.1337890625,1210.6148681640625,3886.50048828125,23644.80078125
2025-01-01,879.4869384765625,2280.011474609375,1273.8211669921875,1828.3900146484375,3633.61181640625,11088.287109375,1216.391845703125,3903.2529296875,23742.900390625
2025-01-02,884.9136352539062,2327.04296875,1280.7178955078125,1901.57421875,3679.186767578125,11714.5087890625,1236.860107421875,3963.332275390625,24188.650390625
2025-01-03,862.9356689453125,2362.635986328125,1255.363525390625,1883.023193359375,3626.081787109375,11806.4638671875,1246.1729736328125,3891.3408203125,24004.75
2025-01-06,843.8438110351562,2333.130615234375,1254.4207763671875,1882.1490478515625,3569.90576171875,11629.7763671875,1213.15478515625,3886.690185546875,23616.05078125
2025-01-07,845.2744140625,2347.46630859375,1269.454833984375,1875.3502197265625,3609.635498046875,11595.7939453125,1235.913818359375,3823.383056640625,23707.900390625
2025-01-08,835.8518676757812,2357.481201171875,1254.073486328125,1877.5841064453125,3563.119384765625,11695.416015625,1260.4658203125,3899.408447265625,23688.94921875
2025-01-09,822.778564453125,2391.257568359375,1252.73388671875,1862.1898193359375,3495.301513671875,11614.837890625,1249.758544921875,3833.396484375,23526.5
2025-01-10,817.3272094726562,2397.787353515625,1240.2799072265625,1910.4124755859375,3503.475341796875,11506.5595703125,1236.959716796875,4048.65966796875,23431.5
2025-01-13,804.5499267578125,2406.5751953125,1220.3338623046875,1905.799072265625,3432.289306640625,11374.5888671875,1234.9178466796875,4072.81494140625,23085.94921875
2025-01-14,812.3198852539062,2325.0302734375,1230.8031005859375,1884.285888671875,3430.605224609375,11615.431640625,1233.822265625,4017.71728515625,23176.05078125
2025-01-15,810.5685424804688,2329.989013671875,1228.7686767578125,1893.60986328125,3469.04638671875,11819.4736328125,1247.2186279296875,4033.426025390625,23213.19921875
2025-01-16,815.008544921875,2302.496337890625,1239.53564453125,1873.0191650390625,3475.486328125,11962.8212890625,1261.4119873046875,3992.328369140625,23311.80078125
2025-01-17,807.4605712890625,2311.333251953125,1216.066650390625,1763.2672119140625,3535.675048828125,12006.3994140625,1297.169189453125,3986.52880859375,23203.19921875
2025-01-20,814.6138305664062,2302.692626953125,1223.50927734375,1761.17919921875,3559.800048828125,11891.3447265625,1300.2568359375,3941.582275390625,23344.75
2025-01-21,810.2478637695312,2298.077880859375,1186.9910888671875,1748.941162109375,3508.3798828125,11756.455078125,1268.6331787109375,3901.03369140625,23024.650390625
2025-01-22,821.9152221679688,2300.4833984375,1191.258056640625,1803.0887451171875,3485.691162109375,11891.6416015625,1272.0196533203125,4017.750244140625,23155.349609375
2025-01-23,821.347900390625,2279.618408203125,1192.5482177734375,1811.8299560546875,3470.87939453125,11916.7705078125,1258.6231689453125,4006.972900390625,23205.349609375
2025-01-24,813.8986206054688,2325.177734375,1199.941162109375,1821.5426025390625,3426.24560546875,11839.75390625,1241.34228515625,4013.641845703125,23092.19921875
2025-01-27,804.0319213867188,2349.47900390625,1218.547607421875,1769.6290283203125,3425.70068359375,11865.42578125,1224.4595947265625,3929.3544921875,22829.150390625
2025-01-28,824.0611572265625,2345.551513671875,1237.3525390625,1777.15625,3382.35498046875,11993.9345703125,1229.4896240234375,3905.3349609375,22957.25
2025-01-29,827.4651489257812,2340.740234375,1242.066162109375,1827.1759033203125,3417.82421875,11849.6474609375,1230.585205078125,3962.847412109375,23163.099609375
2025-01-30,834.470458984375,2365.0908203125,1245.98583984375,1806.488037109375,3389.33984375,11871.509765625,1248.0654296875,3963.0888671875,23249.5
2025-01-31,838.047119140625,2424.052490234375,1243.2073974609375,1825.7677001953125,3534.4365234375,12178.833984375,1260.0673828125,3975.0263671875,23508.400390625
2025-02-01,834.1990966796875,2460.627197265625,1245.936279296875,1798.1353759765625,3415.64453125,12778.1962890625,1259.5693359375,3937.08740234375,23482.150390625
2025-02-03,827.8104858398438,2397.68896484375,1243.40576171875,1809.741943359375,3258.80712890625,12999.25390625,1240.94384765625,3932.738037109375,23361.05078125
2025-02-04,848.9744873046875,2393.859619140625,1258.4893798828125,1844.2215576171875,3407.37158203125,12969.5751953125,1280.08740234375,3969.85498046875,23739.25
2025-02-05,857.311767578125,2347.711669921875,1257.9931640625,1842.521728515625,3351.938720703125,12946.6728515625,1273.115234375,3954.43798828125,23696.30078125
2025-02-06,860.29638671875,2329.694091796875,1262.6572265625,1860.587158203125,3321.77001953125,12934.009765625,1276.4520263671875,3946.36669921875,23603.349609375
2025-02-07,854.8203735351562,2321.004638671875,1247.2760009765625,1848.9320068359375,3306.06640625,12909.7724609375,1261.6610107421875,3894.798828125,23559.94921875
2025-02-10,846.4337768554688,2318.648193359375,1252.9322509765625,1826.2532958984375,3297.892578125,12762.615234375,1248.6629638671875,3902.0966796875,23381.599609375
2025-02-11,839.3544921875,2273.28564453125,1243.15771484375,1821.7369384765625,3209.715087890625,12588.103515625,1229.937744140625,3831.14892578125,23071.80078125
2025-02-12,842.0184936523438,2290.22265625,1242.2149658203125,1809.5963134765625,3259.2529296875,12520.041015625,1211.7105712890625,3818.196044921875,23045.25
2025-02-13,837.5291137695312,2279.42236328125,1239.337158203125,1790.268310546875,3233.493408203125,12535.6220703125,1211.2623291015625,3779.53271484375,23031.400390625
2025-02-14,836.1231079101562,2276.329345703125,1250.451416015625,1803.040283203125,3207.733642578125,12544.4765625,1212.40771484375,3803.4072265625,22929.25
2025-02-17,847.2230834960938,2287.178955078125,1241.5699462890625,1789.345458984375,3192.079833984375,12626.2412109375,1220.02734375,3774.0712890625,22959.5
2025-02-18,850.0350952148438,2254.384521484375,1233.531982421875,1798.7181396484375,3190.395263671875,12649.2919921875,1220.525390625,3743.81689453125,22945.30078125
2025-02-19,852.0823974609375,2209.61083984375,1251.9896240234375,1758.7509765625,3245.630126953125,12550.3134765625,1222.567138671875,3657.693115234375,22932.900390625
2025-02-20,832.2998046875,2207.303466796875,1240.379150390625,1772.6884765625,3245.53125,12307.4423828125,1228.0950927734375,3653.150146484375,22913.150390625
2025-02-21,834.9638061523438,2201.01953125,1223.50927734375,1762.8302001953125,3284.468017578125,12191.4970703125,1223.264404296875,3659.52978515625,22795.900390625
2025-02-24,827.3665161132812,2200.822998046875,1209.0211181640625,1713.3931884765625,3227.598388671875,12213.013671875,1209.718505859375,3552.818115234375,22553.349609375
2025-02-25,829.9564819335938,2218.349609375,1214.7767333984375,1716.8897705078125,3196.092041015625,12342.7587890625,1199.21044921875,3508.30615234375,22547.55078125
2025-02-27,839.0090942382812,2204.259521484375,1213.0897216796875,1713.5875244140625,3179.84375,12248.0341796875,1202.298095703125,3491.8740234375,22545.05078125
2025-02-28,854.6477661132812,2150.55126953125,1194.8802490234375,1639.189208984375,3134.61572265625,11817.939453125,1195.325927734375,3366.89306640625,22124.69921875
2025-03-03,839.4285278320312,2137.39404296875,1196.964111328125,1659.488525390625,3167.756591796875,11649.5126953125,1166.5906982421875,3376.36572265625,22119.30078125
2025-03-04,843.5971069335938,2118.24755859375,1201.1319580078125,1639.7720947265625,3183.311279296875,11491.869140625,1157.2779541015625,3414.06298828125,22082.650390625
2025-03-05,833.73046875,2131.110107421875,1206.391357421875,1662.30517578125,3209.715087890625,11492.95703125,1170.9234619140625,3428.561767578125,22337.30078125
